City,VAT Catheter Measure Score,National Average VAT Catheter Measure Score,VAT Fistula Measure Score,National Average Fistula Measure Score,Vascular Access Combined Measure Score,National Average Vascular Access Combined Measure Score,Kt/V Comprehensive Measure Score,National Average Kt/V Comprehensive Measure Score,Hypercalcemia Measure Score,National Average Hypercalcemia Measure Score,NHSN Influenza Measure Score,National Average NHSN Influenza Measure Score,NHSN BSI Measure Score,National Average NHSN BSI Measure Score,NHSN Combined Measure Score,National Average NHSN Combined Measure Score,ICH CAHPS Measure Score,National Average ICH CAHPS Measure Score,Mineral Metabolism Measure Score,National Avg Mineral Metabolism Measure Score,Anemia Management Measure Score,National Average Anemia Management Measure Score,Standardized Readmission Ratio (SRR) Measure Score,National Average SRR Measure Score,Standardized Transfusion Ratio (STrR) Measure Score,National Average STrR Measure Score,Clinical Depression Screening and Follow-up Measure Score,National Average Clinical Depression Screening and Follow-up Measure Score,Pain Assessment and Follow-up Measure Score,National Average Pain Assessment and Follow-up Measure Score,Total Performance Score
SAINT ANN,6.0,5.0,0.0,5.0,3.0,5.0,9.0,8.0,8.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,4.0,5.0,9.0,9.0,10.0,10.0,4.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,65.0
SAINT AUGUSTINE,3.0,5.0,5.0,5.0,4.0,5.0,10.0,8.0,6.0,8.0,10.0,9.0,2.0,6.0,5.0,7.0,10.0,5.0,9.0,9.0,10.0,10.0,8.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,70.0
SAINT CLAIR SHORES,2.0,5.0,0.0,5.0,1.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,4.0,5.0,10.0,9.0,10.0,10.0,0.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,52.0
SAINT CLAIRSVILLE,0.0,5.0,0.0,5.0,0.0,5.0,9.0,8.0,9.0,8.0,0.0,9.0,0.0,6.0,4.0,7.0,8.0,5.0,10.0,9.0,10.0,10.0,9.0,5.0,1.0,5.0,10.0,10.0,10.0,10.0,60.0
SAINT CLOUD,4.5,5.0,5.0,5.0,4.5,5.0,7.5,8.0,6.5,8.0,10.0,9.0,2.5,6.0,5.5,7.0,4.0,5.0,8.5,9.0,10.0,10.0,2.0,5.0,5.5,5.0,10.0,10.0,10.0,10.0,54.0
SAINT GEORGE,6.0,5.0,10.0,5.0,8.0,5.0,9.5,8.0,8.0,8.0,5.0,9.0,5.0,6.0,7.0,7.0,8.0,5.0,9.5,9.0,8.5,10.0,7.5,5.0,8.5,5.0,10.0,10.0,10.0,10.0,81.5
SAINT JOSEPH,10.0,5.0,0.0,5.0,5.0,5.0,10.0,8.0,7.0,8.0,10.0,9.0,0.0,6.0,1.0,7.0,8.0,5.0,10.0,9.0,10.0,10.0,7.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,69.0
SAINT LOUIS,7.44,5.0,3.22,5.0,5.56,5.0,7.89,8.0,7.89,8.0,10.0,9.0,3.0,6.0,5.78,7.0,5.89,5.0,9.67,9.0,10.0,10.0,3.33,5.0,3.67,5.0,10.0,10.0,10.0,10.0,61.22
SAINT LOUIS PARK,5.0,5.0,3.0,5.0,4.0,5.0,9.0,8.0,7.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,6.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,66.0
SAINT MARYS,0.0,5.0,2.0,5.0,1.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,9.0,5.0,10.0,9.0,10.0,10.0,5.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,67.0
SAINT PAUL,7.33,5.0,2.67,5.0,5.33,5.0,8.0,8.0,9.0,8.0,10.0,9.0,5.33,6.0,7.0,7.0,4.67,5.0,9.33,9.0,10.0,10.0,6.33,5.0,8.67,5.0,10.0,10.0,10.0,10.0,69.33
SAINT PETERS,7.0,5.0,3.0,5.0,5.0,5.0,7.0,8.0,6.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,1.0,5.0,10.0,10.0,10.0,10.0,62.0
SAINT PETERSBURG,5.5,5.0,3.5,5.0,4.5,5.0,9.5,8.0,9.5,8.0,10.0,9.0,6.5,6.0,7.5,7.0,8.0,5.0,9.5,9.0,10.0,10.0,5.5,5.0,5.5,5.0,10.0,10.0,10.0,10.0,74.0
SALEM,4.89,5.0,5.56,5.0,5.0,5.0,8.67,8.0,9.56,8.0,10.0,9.0,6.33,6.0,7.78,7.0,6.67,5.0,9.56,9.0,10.0,10.0,4.11,5.0,5.22,5.0,10.0,10.0,10.0,10.0,69.33
SALINA,7.0,5.0,6.0,5.0,7.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,1.0,6.0,5.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,6.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,69.0
SALINAS,9.0,5.0,9.5,5.0,9.0,5.0,9.5,8.0,7.5,8.0,10.0,9.0,2.0,6.0,5.0,7.0,4.5,5.0,10.0,9.0,10.0,10.0,5.5,5.0,9.5,5.0,10.0,10.0,10.0,10.0,72.0
SALISBURY,4.33,5.0,3.67,5.0,4.0,5.0,7.67,8.0,9.33,8.0,10.0,9.0,7.33,6.0,8.33,7.0,4.67,5.0,9.67,9.0,10.0,10.0,5.33,5.0,4.0,5.0,10.0,10.0,10.0,10.0,63.67
SALT LAKE CITY,7.0,5.0,9.0,5.0,8.0,5.0,9.0,8.0,9.0,8.0,10.0,9.0,9.0,6.0,9.0,7.0,1.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,67.0
SAN ANGELO,0.0,5.0,0.0,5.0,0.0,5.0,8.0,8.0,8.0,8.0,0.0,9.0,0.0,6.0,0.0,7.0,5.0,5.0,9.0,9.0,10.0,10.0,6.0,5.0,5.0,5.0,6.0,10.0,5.0,10.0,44.0
SAN ANTONIO,7.86,5.0,6.69,5.0,7.36,5.0,8.81,8.0,8.86,8.0,10.0,9.0,5.56,6.0,7.36,7.0,5.94,5.0,9.58,9.0,10.0,10.0,5.42,5.0,6.08,5.0,10.0,10.0,9.31,10.0,72.75
SAN BENITO,5.0,5.0,3.0,5.0,4.0,5.0,7.0,8.0,10.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,2.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,65.0
SAN BERNARDINO,3.8,5.0,5.2,5.0,4.4,5.0,8.8,8.0,8.8,8.0,10.0,9.0,5.2,6.0,7.0,7.0,4.6,5.0,9.4,9.0,10.0,10.0,3.6,5.0,3.4,5.0,10.0,10.0,10.0,10.0,61.0
SAN CARLOS,4.0,5.0,8.0,5.0,6.0,5.0,7.0,8.0,10.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,9.0,5.0,9.0,9.0,10.0,10.0,6.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,80.0
SAN DIEGO,8.0,5.0,4.33,5.0,6.47,5.0,9.27,8.0,9.2,8.0,10.0,9.0,5.67,6.0,7.33,7.0,4.87,5.0,9.87,9.0,9.73,10.0,4.67,5.0,7.13,5.0,10.0,10.0,10.0,10.0,70.4
SAN DIMAS,3.0,5.0,2.0,5.0,3.0,5.0,10.0,8.0,7.0,8.0,0.0,9.0,3.0,6.0,6.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,6.0,5.0,3.0,5.0,10.0,10.0,10.0,10.0,61.0
SAN FERNANDO,10.0,5.0,10.0,5.0,10.0,5.0,9.0,8.0,6.0,8.0,10.0,9.0,9.0,6.0,9.0,7.0,9.0,5.0,1.0,9.0,10.0,10.0,4.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,81.0
SAN FIDEL,10.0,5.0,10.0,5.0,10.0,5.0,7.0,8.0,9.0,8.0,10.0,9.0,10.0,6.0,10.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,9.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,84.0
SAN FRANCISCO,4.0,5.0,5.43,5.0,4.71,5.0,8.14,8.0,8.14,8.0,10.0,9.0,7.14,6.0,8.43,7.0,5.29,5.0,9.57,9.0,10.0,10.0,4.43,5.0,7.14,5.0,10.0,10.0,10.0,10.0,67.86
SAN GABRIEL,8.0,5.0,10.0,5.0,9.0,5.0,9.0,8.0,9.0,8.0,0.0,9.0,0.0,6.0,1.0,7.0,4.0,5.0,10.0,9.0,10.0,10.0,7.0,5.0,5.0,5.0,0.0,10.0,10.0,10.0,59.0
SAN JOSE,3.17,5.0,4.42,5.0,3.83,5.0,6.0,8.0,7.25,8.0,9.17,9.0,6.75,6.0,8.17,7.0,6.5,5.0,9.33,9.0,10.0,10.0,3.25,5.0,6.83,5.0,10.0,10.0,10.0,10.0,63.08
SAN JUAN CAPISTRANO,6.0,5.0,6.0,5.0,6.0,5.0,8.0,8.0,8.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,9.0,5.0,9.0,9.0,10.0,10.0,4.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,76.0
SAN LEANDRO,4.75,5.0,2.75,5.0,4.0,5.0,6.75,8.0,9.5,8.0,10.0,9.0,4.25,6.0,5.75,7.0,5.75,5.0,9.25,9.0,10.0,10.0,3.0,5.0,6.75,5.0,10.0,10.0,10.0,10.0,60.5
SAN MARCOS,9.5,5.0,9.5,5.0,9.5,5.0,8.5,8.0,9.0,8.0,10.0,9.0,5.5,6.0,7.5,7.0,6.0,5.0,10.0,9.0,10.0,10.0,6.5,5.0,3.5,5.0,10.0,10.0,10.0,10.0,75.0
SAN MATEO,5.0,5.0,9.0,5.0,7.0,5.0,8.0,8.0,9.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,10.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,81.0
SAN PABLO,3.5,5.0,2.5,5.0,3.0,5.0,8.5,8.0,4.0,8.0,10.0,9.0,4.0,6.0,6.5,7.0,5.0,5.0,8.5,9.0,10.0,10.0,6.0,5.0,6.5,5.0,10.0,10.0,10.0,10.0,61.0
SAN RAFAEL,4.0,5.0,4.0,5.0,4.0,5.0,7.0,8.0,10.0,8.0,10.0,9.0,10.0,6.0,10.0,7.0,6.0,5.0,7.0,9.0,10.0,10.0,5.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,66.0
SANFORD,5.33,5.0,1.0,5.0,3.33,5.0,9.0,8.0,10.0,8.0,10.0,9.0,3.67,6.0,6.33,7.0,6.33,5.0,9.67,9.0,10.0,10.0,2.33,5.0,6.67,5.0,10.0,10.0,10.0,10.0,64.33
SANGER,8.0,5.0,7.0,5.0,8.0,5.0,8.0,8.0,9.0,8.0,10.0,9.0,1.0,6.0,5.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,0.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,60.0
SANTA ANA,7.0,5.0,8.2,5.0,7.6,5.0,7.4,8.0,9.0,8.0,8.0,9.0,4.4,6.0,6.6,7.0,5.8,5.0,8.8,9.0,9.6,10.0,5.4,5.0,5.8,5.0,10.0,10.0,10.0,10.0,69.0
SANTA BARBARA,6.5,5.0,9.5,5.0,7.5,5.0,8.5,8.0,9.5,8.0,10.0,9.0,8.0,6.0,9.0,7.0,6.5,5.0,9.5,9.0,10.0,10.0,8.5,5.0,9.0,5.0,10.0,10.0,10.0,10.0,83.0
SANTA FE,1.0,5.0,7.0,5.0,4.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,10.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,75.0
SANTA FE SPRINGS,4.5,5.0,5.5,5.0,5.0,5.0,8.0,8.0,6.5,8.0,10.0,9.0,4.5,6.0,6.5,7.0,7.5,5.0,10.0,9.0,10.0,10.0,7.0,5.0,1.5,5.0,10.0,10.0,10.0,10.0,66.5
SANTA MARIA,4.0,5.0,10.0,5.0,7.0,5.0,10.0,8.0,9.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,3.0,5.0,10.0,9.0,10.0,10.0,5.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,71.0
SANTA MONICA,1.0,5.0,6.0,5.0,3.0,5.0,9.0,8.0,8.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,5.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,70.0
SANTA ROSA,4.5,5.0,0.0,5.0,2.5,5.0,8.5,8.0,9.5,8.0,10.0,9.0,9.0,6.0,9.5,7.0,5.0,5.0,10.0,9.0,10.0,10.0,3.0,5.0,7.5,5.0,10.0,10.0,10.0,10.0,65.5
SARASOTA,8.0,5.0,2.5,5.0,5.5,5.0,10.0,8.0,9.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,8.5,5.0,9.5,9.0,10.0,10.0,4.0,5.0,5.5,5.0,10.0,10.0,10.0,10.0,72.5
SARATOGA SPRINGS,4.0,5.0,7.0,5.0,5.0,5.0,6.0,8.0,8.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,10.0,5.0,10.0,9.0,10.0,10.0,7.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,70.0
SARDIS,5.0,5.0,8.0,5.0,6.0,5.0,10.0,8.0,9.0,8.0,10.0,9.0,2.0,6.0,5.0,7.0,3.0,5.0,10.0,9.0,10.0,10.0,3.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,60.0
SAUGET,6.0,5.0,0.0,5.0,3.0,5.0,5.0,8.0,8.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,1.0,5.0,7.0,9.0,10.0,10.0,2.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,45.0
SAUGUS,1.0,5.0,3.0,5.0,2.0,5.0,10.0,8.0,9.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,4.0,5.0,10.0,9.0,10.0,10.0,2.0,5.0,1.0,5.0,10.0,10.0,10.0,10.0,57.0
SAVANNAH,9.4,5.0,6.2,5.0,8.0,5.0,6.6,8.0,7.6,8.0,10.0,9.0,4.2,6.0,6.6,7.0,6.8,5.0,7.6,9.0,10.0,10.0,7.4,5.0,4.0,5.0,10.0,10.0,10.0,10.0,70.6
SAYRE,1.0,5.0,0.0,5.0,1.0,5.0,9.0,8.0,9.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,4.0,5.0,9.0,9.0,10.0,10.0,4.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,61.0
SCHAUMBURG,9.0,5.0,7.0,5.0,8.0,5.0,10.0,8.0,9.0,8.0,10.0,9.0,0.0,6.0,4.0,7.0,5.0,5.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,68.0
SCHENECTADY,0.0,5.0,0.0,5.0,0.0,5.0,8.0,8.0,10.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,1.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,56.0
SCOTLAND NECK,7.0,5.0,3.0,5.0,5.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,10.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,73.0
SCOTTSBLUFF,4.0,5.0,6.0,5.0,5.0,5.0,8.0,8.0,10.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,9.0,5.0,8.0,9.0,10.0,10.0,4.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,70.0
SCOTTSBORO,4.0,5.0,7.0,5.0,5.0,5.0,10.0,8.0,9.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,75.0
SCOTTSDALE,7.67,5.0,8.33,5.0,7.67,5.0,8.33,8.0,9.67,8.0,10.0,9.0,8.0,6.0,8.67,7.0,4.67,5.0,9.0,9.0,9.67,10.0,6.33,5.0,8.67,5.0,10.0,10.0,10.0,10.0,75.67
SEAFORD,5.0,5.0,3.0,5.0,4.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,5.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,68.0
SEALY,6.0,5.0,7.0,5.0,6.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,10.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,78.0
SEARCY,6.0,5.0,6.0,5.0,6.0,5.0,9.0,8.0,8.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,8.0,5.0,8.0,9.0,10.0,10.0,2.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,66.0
SEAT PLEASANT,7.0,5.0,3.0,5.0,5.0,5.0,7.0,8.0,8.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,7.0,5.0,9.0,9.0,10.0,10.0,4.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,61.0
SEATAC,6.0,5.0,8.0,5.0,7.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,71.0
SEATTLE,6.0,5.0,7.17,5.0,6.5,5.0,8.17,8.0,9.17,8.0,10.0,9.0,4.5,6.0,6.83,7.0,6.67,5.0,9.67,9.0,10.0,10.0,6.67,5.0,6.5,5.0,10.0,10.0,10.0,10.0,73.5
SEBASTIAN,1.0,5.0,2.0,5.0,1.0,5.0,6.0,8.0,7.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,5.0,5.0,4.0,9.0,10.0,10.0,2.0,5.0,3.0,5.0,10.0,10.0,10.0,10.0,50.0
SEGUIN,6.0,5.0,5.5,5.0,5.5,5.0,8.0,8.0,9.5,8.0,10.0,9.0,4.0,6.0,6.5,7.0,5.5,5.0,9.5,9.0,10.0,10.0,4.5,5.0,5.5,5.0,10.0,10.0,10.0,10.0,65.5
SELINSGROVE,0.0,5.0,9.0,5.0,4.0,5.0,0.0,8.0,7.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,4.0,5.0,9.0,9.0,10.0,10.0,5.0,5.0,1.0,5.0,10.0,10.0,10.0,10.0,46.0
SELLERSVILLE,3.0,5.0,6.0,5.0,4.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,3.0,5.0,9.0,9.0,10.0,10.0,3.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,59.0
SELLS,10.0,5.0,9.0,5.0,10.0,5.0,9.0,8.0,6.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,1.0,5.0,8.0,9.0,10.0,10.0,8.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,70.0
SELMA,7.33,5.0,3.67,5.0,5.67,5.0,7.67,8.0,9.0,8.0,10.0,9.0,4.67,6.0,6.67,7.0,3.0,5.0,9.0,9.0,10.0,10.0,2.67,5.0,7.0,5.0,10.0,10.0,10.0,10.0,59.67
SEMMES,9.0,5.0,1.0,5.0,5.0,5.0,8.0,8.0,10.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,9.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,71.0
SEWELL,4.0,5.0,0.0,5.0,2.0,5.0,10.0,8.0,8.0,8.0,0.0,9.0,6.0,6.0,8.0,7.0,8.0,5.0,10.0,9.0,10.0,10.0,5.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,71.0
SEYMOUR,6.0,5.0,6.0,5.0,6.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,8.0,5.0,10.0,9.0,10.0,10.0,10.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,84.0
SHAKER HEIGHTS,6.0,5.0,1.0,5.0,4.0,5.0,9.0,8.0,7.0,8.0,0.0,9.0,5.0,6.0,7.0,7.0,4.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,3.0,5.0,10.0,10.0,10.0,10.0,57.0
SHAKOPEE,10.0,5.0,9.0,5.0,10.0,5.0,10.0,8.0,7.0,8.0,10.0,9.0,2.0,6.0,5.0,7.0,6.0,5.0,9.0,9.0,10.0,10.0,0.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,71.0
SHALLOTTE,10.0,5.0,6.0,5.0,8.0,5.0,10.0,8.0,8.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,9.0,5.0,7.0,9.0,10.0,10.0,9.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,82.0
SHAWANO,9.0,5.0,10.0,5.0,10.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,2.0,6.0,5.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,7.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,78.0
SHAWNEE,4.5,5.0,5.5,5.0,5.0,5.0,8.0,8.0,6.5,8.0,10.0,9.0,3.5,6.0,6.0,7.0,6.5,5.0,8.0,9.0,10.0,10.0,3.0,5.0,0.5,5.0,10.0,10.0,10.0,10.0,58.0
SHEBOYGAN,8.0,5.0,9.0,5.0,9.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,8.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,87.0
SHEFFIELD,9.0,5.0,7.0,5.0,8.0,5.0,10.0,8.0,8.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,9.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,83.0
SHELBY,8.0,5.0,4.0,5.0,6.0,5.0,2.0,8.0,7.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,1.0,5.0,10.0,9.0,10.0,10.0,2.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,48.0
SHELBY TOWNSHIP,3.0,5.0,2.0,5.0,3.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,9.0,6.0,9.0,7.0,8.0,5.0,10.0,9.0,10.0,10.0,1.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,73.0
SHELBYVILLE,4.0,5.0,0.0,5.0,2.0,5.0,7.0,8.0,10.0,8.0,10.0,9.0,10.0,6.0,10.0,7.0,1.0,5.0,7.0,9.0,10.0,10.0,7.0,5.0,3.0,5.0,10.0,10.0,10.0,10.0,56.0
SHELTON,6.0,5.0,6.0,5.0,6.0,5.0,9.0,8.0,6.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,3.0,5.0,10.0,9.0,10.0,10.0,2.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,59.0
SHERMAN,9.0,5.0,10.0,5.0,9.0,5.0,9.0,8.0,9.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,3.0,5.0,10.0,9.0,10.0,10.0,0.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,61.0
SHIPROCK,9.0,5.0,6.0,5.0,8.0,5.0,8.0,8.0,9.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,0.0,5.0,8.0,9.0,10.0,10.0,7.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,60.0
SHREVEPORT,0.57,5.0,1.0,5.0,0.71,5.0,8.86,8.0,9.29,8.0,10.0,9.0,7.29,6.0,8.29,7.0,4.57,5.0,10.0,9.0,10.0,10.0,7.29,5.0,2.86,5.0,10.0,10.0,10.0,10.0,62.0
SHREWSBURY,1.0,5.0,1.0,5.0,1.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,3.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,71.0
SICKLERVILLE,9.0,5.0,4.0,5.0,7.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,6.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,78.0
SIERRA VISTA,6.0,5.0,8.0,5.0,7.0,5.0,7.0,8.0,8.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,7.0,5.0,6.0,9.0,10.0,10.0,5.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,70.0
SIKESTON,9.0,5.0,0.0,5.0,5.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,2.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,62.0
SILER CITY,0.0,5.0,0.0,5.0,0.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,8.0,5.0,10.0,9.0,10.0,10.0,5.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,69.0
SILVER SPRING,7.0,5.0,6.0,5.0,7.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,76.0
SILVIS,8.0,5.0,3.0,5.0,6.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,1.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,64.0
SIMI VALLEY,6.0,5.0,9.0,5.0,7.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,1.0,6.0,5.0,7.0,10.0,5.0,10.0,9.0,10.0,10.0,2.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,70.0
SIMPSONVILLE,3.0,5.0,0.0,5.0,2.0,5.0,10.0,8.0,8.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,67.0
SIOUX CITY,4.0,5.0,7.0,5.0,5.5,5.0,8.0,8.0,10.0,8.0,10.0,9.0,8.0,6.0,8.5,7.0,6.5,5.0,10.0,9.0,10.0,10.0,4.5,5.0,4.5,5.0,10.0,10.0,10.0,10.0,70.0
SKOKIE,5.0,5.0,3.0,5.0,4.0,5.0,10.0,8.0,8.0,8.0,10.0,9.0,10.0,6.0,10.0,7.0,9.0,5.0,10.0,9.0,10.0,10.0,2.0,5.0,3.0,5.0,10.0,10.0,10.0,10.0,72.0
SLIDELL,5.0,5.0,9.0,5.0,7.0,5.0,9.0,8.0,8.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,1.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,61.0
SMITHFIELD,6.0,5.0,3.0,5.0,5.0,5.0,10.0,8.0,8.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,8.0,5.0,10.0,9.0,10.0,10.0,9.0,5.0,1.0,5.0,10.0,10.0,10.0,10.0,72.0
SMITHTOWN,0.0,5.0,1.0,5.0,0.0,5.0,6.0,8.0,10.0,8.0,0.0,9.0,6.0,6.0,8.0,7.0,4.0,5.0,8.0,9.0,10.0,10.0,5.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,54.0
